Year of Case,Employer Name,Address,Street,City,State,Zip Code,Wages Owed,Number of Claimants on Case,USDOL?
2023,Primo Tire Shop,"92 St Nicholas Pl, New York, NY, 10032",92 St Nicholas Pl,New York,NY,10032,"$18,293.00",1,NO
2022,Dragon Home Care LLC,"677 56th St, Brooklyn, NY, 11220",677 56th St,Brooklyn,NY,11220,"$18,017.00",3,NO
2020,Voyager,"150 Thompson St, New York, NY, 10012",150 Thompson St,New York,NY,10012,"$18,000.00",1,NO
2022,Fermin P Gonzalez MD PC,"6615 Marathon Parkway, Dougleston, NY, 11382",6615 Marathon Parkway,Douglaston,NY,11382,"$17,900.00",1,NO
2020,PinkLash,"818 6th Ave, New York, NY, 10001",818 6th Ave,New York,NY,10001,"$17,894.00",1,NO
2023,CVS Store No 2975,"7960 Metropolitan Avenue, Middle Village, NY, 11379",7960 Metropolitan Avenue,Middle Village,NY,11379,"$17,827.00",,NO
2023,New Fordham Food Plaza 2 Corp,"2487 Creston Ave, Bronx, NY, 10468",2487 Creston Ave,Bronx,NY,10468,"$17,775.00",,NO
2023,QB Fish Market,"44-15 Queens Blvd, Sunnyside, NY, 11104",44-15 Queens Blvd,Sunnyside,NY,11104,"$17,767.00",,NO
2024,100st Wine and Liquor,"2648 Broadway, New York, NY, 10023",2648 Broadway,New York,NY,10023,"$17,760.00",,NO
2020,Hanny's Group Family Day Care,"1401 Grand Concourse, Bronx, NY, 10452",1401 Grand Concourse,Bronx,NY,10452,"$17,500.00",1,NO
2022,"Riverdale Electrical Services, Inc.","421 Bruckner Blvd, Bronx, NY, 10455",421 Bruckner Blvd,Bronx,NY,10455,"$17,437.00",,NO
2020,Spiff for Men,"750 3rd Avenue, New York, NY, 10017",750 3rd Avenue,New York,NY,10017,"$17,225.00",1,NO
2023,BHNN95 Central,"481 Wythe Avenue, Brooklyn, NY, 11249",481 Wythe Avenue,Brooklyn,NY,11249,"$17,140.00",1,NO
2023,Noi Due Carne Inc,"141 W. 69th Street, New York, NY, 10023",141 W. 69th Street,New York,NY,10023,"$17,070.00",,NO
2023,NY Staff Search,"7337 Austin Street, Forest Hills, NY, 11375",7337 Austin Street,Forest Hills,NY,11375,"$17,000.00",,NO
2021,Isaac Sekula,"1349 56th St, Brooklyn, NY, 11219",1349 56th St,Brooklyn,NY,11219,"$16,999.00",2,NO
2022,Mi Tierra Supermercado,"8102 Northern Boulevard, Jackson Heights, NY, 11372",8102 Northern Boulevard,Jackson Heights,NY,11372,"$16,640.00",,NO
2020,ANDR Services Group Inc,"2043 Ellis Avenue, Bronx, NY, 10462",2043 Ellis Avenue,Bronx,NY,10462,"$16,575.00",2,NO
2023,The Tax Advocate Group LLC,"75-16 Metropolitan Avenue, Middle Village, NY, 11379",75-16 Metropolitan Avenue,Middle Village,NY,11379,"$16,483.00",1,NO
2023,Phantom Construction Corp.,"95-27 116th Street, Queens, NY, 11419",95-27 116th Street,Queens,NY,11419,"$16,405.00",,NO
2021,Atlantic Gates & Iron Works Inc.,"2440 Atlantic Ave, Brooklyn, NY, 11233",2440 Atlantic Ave,Brooklyn,NY,11233,"$16,388.00",2,NO
2022,Bklyn Pizza Bushwick Co.,"Attn: Filippo Gallina AKA, Middle Village, NY, 11379",Attn: Filippo Gallina AKA,Middle Village,NY,11379,"$16,345.00",,NO
2024,CVS Store No 2498,"341 9th Street, Brooklyn, NY, 11215",341 9th Street,Brooklyn,NY,11215,"$16,332.00",,NO
2022,LAMD Medical Group and Multi Speciality,"6315 Roosevelt Ave, Woodside, NY, 11377",6315 Roosevelt Ave,Woodside,NY,11377,"$16,319.00",2,NO
2024,Seal Restoration LLC,"295 Madison Ave, New York, NY, 10017",295 Madison Ave,New York,NY,10017,"$16,240.00",,NO
2023,Electric Fixx Inc,"42 Ralph Avenue, Brooklyn, NY, 11221",42 Ralph Avenue,Brooklyn,NY,11221,"$16,211.00",1,NO
2023,Team Lopez Renovation,"60 Wyckoff Avenue, Brooklyn, NY, 11237",60 Wyckoff Avenue,Brooklyn,NY,11237,"$16,148.00",3,NO
2020,Besim Kelmendi,"3807 Greystone Avenue #1, Bronx, NY, 10463",3807 Greystone Avenue #1,Bronx,NY,10463,"$16,050.00",3,NO
2022,Nextop Apparel Inc.,"752 64th Street, Brooklyn, NY, 11220",752 64th Street,Brooklyn,NY,11220,"$15,984.00",16,NO
2021,Alphalogix Delivery,"1055 Bronx River Ave, Bronx, NY, 10472",1055 Bronx River Ave,Bronx,NY,10472,"$15,968.00",1,NO
2024,La Veserrita Cheese Inc,"1910 McDonald Ave, Brooklyn, NY, 11223",1910 McDonald Ave,Brooklyn,NY,11223,"$15,952.00",,NO
2020,Expedite Interiors Inc,"16015 46th Ave, Queens, NY, 11358",16015 46th Ave,Queens,NY,11358,"$15,885.00",1,NO
2020,Paraiso Mexican Restaurant Inc.,"158 Avenue U, Brooklyn, NY, 11223",158 Avenue U,Brooklyn,NY,11223,"$15,851.00",2,NO
2021,Bangla CD PAP Home Health Care,"72-26 Broadway, Jackson Heights, NY, 11372",72-26 Broadway,Jackson Heights,NY,11372,"$15,820.00",1,NO
2020,211 Iwona Corp,"211 Pinehurst Ave, New York, NY, 10033",211 Pinehurst Ave,New York,NY,10033,"$15,768.00",1,NO
2020,Damiche Storage Services Inc,"14110 Hoover Avenue, Briarwood, NY, 11435",14110 Hoover Avenue,Briarwood,NY,11435,"$15,738.00",3,NO
2024,La Chacra Restaurant,"1928 Bath Avenue, Brooklyn, NY, 11214",1928 Bath Avenue,Brooklyn,NY,11214,"$15,701.00",,NO
2023,A & J Contractors Co Inc,"1635 Weirfield Street, Ridgewood, NY, 11385",1635 Weirfield Street,Ridgewood,NY,11385,"$15,675.00",,NO
2021,Sunny Evergreen NY/ Sunny Evergreen Enterprises ..,"5919 37th Ave, Woodside, NY, 11377",5919 37th Ave,Woodside,NY,11377,"$15,675.00",2,NO
2023,Carlos A. Rodriguez Canela Inc.,"1230 Teller Ave., Bronx, NY, 10456",1230 Teller Ave.,Bronx,NY,10456,"$15,550.00",,YES
2022,Tennis Innovators,"524 West 59th Street, New York, NY, 10021",524 West 59th Street,New York,NY,10021,"$15,531.00",,NO
2022,"Personal Child Care Devolpment, Inc.","1158 45th Street, Brooklyn, NY, 11219",1158 45th Street,Brooklyn,NY,11219,"$15,460.00",1,NO
2023,MK Contracting Group Inc,"58-33 57th Drive, Maspeth, NY, 11378",58-33 57th Drive,Maspeth,NY,11378,"$15,457.00",1,NO
2020,Hot Potato Restaurant,"109 Oriental Blvd, Brooklyn, NY, 11235",109 Oriental Blvd,Brooklyn,NY,11235,"$15,399.00",,NO
2024,CVS Store No 542,"212-20 Northern Boulevard, Bayside, NY, 11361",212-20 Northern Boulevard,Bayside,NY,11361,"$15,266.00",,NO
2021,CITIC INTL USA Travel Inc,"13633 37th Ave, Suite 2A, Flushing, NY, 11354",13633 37th Ave  Suite 2A,Flushing,NY,11354,"$15,163.00",1,NO
2022,Come Prima,"903 Madison Avenue, New York City, NY, 10021",903 Madison Avenue,New York City,NY,10021,"$15,126.00",,NO
2020,Julie Goldberg,"6306 Liebig Ave, Bronx, NY, 10471",6306 Liebig Ave,Bronx,NY,10471,"$15,117.00",2,NO
2020,Emmelle Design Inc.,"265 W 37th Street, Rm # 8E, New York, NY, 10018",265 W 37th Street  Rm # 8E,New York,NY,10018,"$15,094.00",,NO
2022,GM Family Resources Inc,"1057 Olympia Blvd, Staten Island, NY, 10306",1057 Olympia Blvd,Staten Island,NY,10306,"$15,062.00",3,NO
2023,Queens Boulevard Coffee Inc,"4515 Queens Boulevard, Sunnyside, NY, 11104",4515 Queens Boulevard,Sunnyside,NY,11104,"$15,059.00",,NO
2021,MVG Auto Shipping,"2770 W. 33rd Street, Ste 420, Brooklyn, NY, 11224",2770 W. 33rd Street  Ste 420,Brooklyn,NY,11224,"$15,045.00",,NO
2023,419 Manhattan Ave LLC,"164A Driggs Ave, Brooklyn, NY, 11222",164A Driggs Ave,Brooklyn,NY,11222,"$15,000.00",,NO
2022,A to Z Heaven Market Inc.,"784 East 152nd St, Bronx, NY, 10455",784 East 152nd St,Bronx,NY,10455,"$15,000.00",1,NO
2021,Anette Blackman,"10 E 43rd Street, Brooklyn, NY, 11203",10 E 43rd Street,Brooklyn,NY,11203,"$15,000.00",2,NO
2022,Danny Grocery Inc,"601 Myrtle Ave, Brooklyn, NY, 11205",601 Myrtle Ave,Brooklyn,NY,11205,"$15,000.00",1,NO
2023,Joy Gourmet Foods,"48-80 Maspeth, Maspeth, NY, 11378",48-80 Maspeth,Maspeth,NY,11378,"$15,000.00",1,NO
2020,M G H Management LLC,"570 W 126th St, New York, NY, 10032",570 W 126th St,New York,NY,10032,"$15,000.00",2,NO
2021,Reality House Inc Veterans Community Residence,"8-13 Astoria Blvd, Astoria, NY, 11102",8-13 Astoria Blvd,Astoria,NY,11102,"$15,000.00",1,NO
2023,Saps Wholesale Inc,"452 Concord Ave, Bronx, NY, 10455",452 Concord Ave,Bronx,NY,10455,"$15,000.00",1,NO
2023,St. Patrick's Home/ Centers Care,"66 Van Cortland Park South, Bronx, NY, 10463",66 Van Cortland Park South,Bronx,NY,10463,"$15,000.00",,YES
2024,SK Group NYC Corp,"2143 E 15th St, Brooklyn, NY, 11229",2143 E 15th St,Brooklyn,NY,11229,"$14,876.00",,NO
2022,Linden Motor Inn,"714 South Conduit Blvd, Brooklyn, NY, 11208",714 South Conduit Blvd,Brooklyn,NY,11208,"$14,741.00",1,NO
2020,Gods Little Angels Day Care LLC,"194-22 Hollis Avenue, St Albans, NY, 11412",194-22 Hollis Avenue,St Albans,NY,11412,"$14,738.00",,NO
2024,Scorpio Five Star Car Service,"127-19 Rockaway Boluvard, South Ozone Park, NY, 11420",127-19 Rockaway Boluvard,South Ozone Park,NY,11420,"$14,734.00",,NO
2020,S &S Construction NY Corp,"2475 Gunther Ave., Bronx, NY, 10469",2475 Gunther Ave.,Bronx,NY,10469,"$14,712.00",3,NO
2024,Foodtown of Park Slope,"409 5th Ave, Brooklyn, NY, 11215",409 5th Ave,Brooklyn,NY,11215,"$14,653.00",,NO
2020,Kissena Smoke Shop,"70-72 Kissena Boulevard, Flushing, NY, 11367",70-72 Kissena Boulevard,Flushing,NY,11367,"$14,624.00",,NO
2022,Mister Cangrejo,"79-07 Roosevelt Avenue, Jackson Heights, NY, 11372",79-07 Roosevelt Avenue,Jackson Heights,NY,11372,"$14,593.00",,NO
2023,E & D Interiors LLC,"4903 Church Avenue, Brooklyn, NY, 11203",4903 Church Avenue,Brooklyn,NY,11203,"$14,588.00",2,NO
2023,Inspire Summits LLC,"488 Madison Ave, New York, NY, 10022",488 Madison Ave,New York,NY,10022,"$14,581.00",,NO
2021,K2NYC Services Corp,"145-63 Lakewood Avenue, Jamaica, NY, 11435",145-63 Lakewood Avenue,Jamaica,NY,11435,"$14,548.00",4,NO
2022,Manhattan Best Dental Care,"1623 3rd Ave 204, New York, NY, 10128",1623 3rd Ave 204,New York,NY,10128,"$14,490.00",2,NO
2024,CVS Store No 2057,"100-02 Queens Boulevard, Forest Hills, NY, 11375",100-02 Queens Boulevard,Forest Hills,NY,11375,"$14,453.00",,NO
2021,Cheeze Louiez Pizzeria,"791 Flushing Ave, New York, NY, 11206",791 Flushing Ave,New York,NY,11206,"$14,370.00",1,NO
2022,Baya Bar,"429 Court Street, Brooklyn, NY, 11231",429 Court Street,Brooklyn,NY,11231,"$14,345.00",,NO
2023,CVS Store No 2769,"4901 Kings Highway, Brooklyn, NY, 11234",4901 Kings Highway,Brooklyn,NY,11234,"$14,206.00",,NO
2023,CVS Store No 2144,"1396 Second Avenue, New York, NY, 10021",1396 Second Avenue,New York,NY,10021,"$14,088.00",,NO
2021,JZ Capital Group LLC,"3808 Union St, Flushing, NY, 11354",3808 Union St,Flushing,NY,11354,"$14,029.00",2,NO
2022,US Crane & Rigging,"1520 Decatur Street, Ridgewood, NY, 11385",1520 Decatur Street,Ridgewood,NY,11385,"$14,000.00",1,NO
2022,Sylhet Pharmacy,"8001 101st Avenue, Ozone Park, NY, 11416",8001 101st Avenue,Ozone Park,NY,11416,"$13,911.00",6,NO
2021,Health One Physical Therapy,"37-38 90th Street FL 1 or, Jackson Heights, NY, 11372",37-38 90th Street FL 1 or,Jackson Heights,NY,11372,"$13,892.00",,NO
2022,Clivy Mighty Seven Day Cuisine / Soul Cafe,"875 Rutland Road, Brooklyn, NY, 11203",875 Rutland Road,Brooklyn,NY,11203,"$13,780.00",,NO
2020,Bespoke Transportation,"590 Madison Ave, New York, NY, 10022",590 Madison Ave,New York,NY,10022,"$13,680.00",1,NO
2024,CVS Store No 10970,"305 East 86th St., New York, NY, 10028",305 East 86th St.,New York,NY,10028,"$13,640.00",,NO
2022,Astor and Stone SRL,"515 East 14th Street, New York, NY, 10009",515 East 14th Street,New York,NY,10009,"$13,604.00",1,NO
2024,Stush Restaurant NYC,"470 Driggs Avenue, Brooklyn, NY, 11211",470 Driggs Avenue,Brooklyn,NY,11211,"$13,567.00",,NO
2022,Black Ink Tattoo Gallery,"55 Malcolm X Blvd, New York, NY, 10026",55 Malcolm X Blvd,New York,NY,10026,"$13,554.00",1,NO
2024,CVS Store No 1113,"89-11 Northern Blvd., Jackson Heights, NY, 11372",89-11 Northern Blvd.,Jackson Heights,NY,11372,"$13,478.00",,NO
2021,Park East Cleaners,"31 East 30th Street, New York, NY, 10016",31 East 30th Street,New York,NY,10016,"$13,478.00",1,NO
2022,100 East 92 Street LLC,"100 E. 92nd Street, Brooklyn, NY, 11212",100 E. 92nd Street,Brooklyn,NY,11212,"$13,472.00",1,NO
2020,SaintsJoachim & Anne Nursing & Rehabilitation,"2720 Surf Ave, Brooklyn, NY, 11224",2720 Surf Ave,Brooklyn,NY,11224,"$13,442.00",1,NO
2020,Anne Alfonso,"63-22 70th St, Flushing, NY, 11379",63-22 70th St,Flushing,NY,11379,"$13,400.00",2,NO
2020,R & G Spring LLC T/A Piccola Cuccina,"196 Spring Street, 1st Floor, New York, NY, 10012",196 Spring Street  1st Floor,New York,NY,10012,"$13,255.00",,NO
2020,Bayside Landscaping and Design Corp,"42-42 77th St, Elmhurst, NY, 11373",42-42 77th St,Elmhurst,NY,11373,"$13,251.00",2,NO
2023,Embarque Gurabo,"638 Morris Park Ave., Bronx, NY, 10460",638 Morris Park Ave.,Bronx,NY,10460,"$13,212.00",,NO
2022,Lit Mode Electrical Contracting Inc.,"34-18 Northern Blvd., Long Island City, NY, 11101",34-18 Northern Blvd.,Long Island City,NY,11101,"$13,200.00",1,NO
2024,Yency Rodriguez,"56 Fort Washington Ave, New York, NY, 10032",56 Fort Washington Ave,New York,NY,10032,"$13,144.00",,NO
2020,L E Real Estate Development,"874 Hancock Street, Brooklyn, NY, 11233",874 Hancock Street,Brooklyn,NY,11233,"$13,110.00",5,NO
2022,KAAM Trading,"2869 Webster Ave, Bronx, NY, 10458",2869 Webster Ave,Bronx,NY,10458,"$13,103.00",1,NO
2022,Best Super Management Corp,"5014 16th Ave Suite 231, Brooklyn, NY, 11204",5014 16th Ave Suite 231,Brooklyn,NY,11204,"$13,053.00",1,NO
2024,Petal and Company Productions LLC,"909 3rd Avenue, New York, NY, 10150",909 3rd Avenue,New York,NY,10150,"$13,040.00",,NO
2021,Tiger Consulting,"3805 Broadway, Astoria, NY, 11103",3805 Broadway,Astoria,NY,11103,"$13,015.00",1,NO
2020,Jerry Rosenberg,"2523 N Avenue, Brooklyn, NY, 11210",2523 N Avenue,Brooklyn,NY,11210,"$13,000.00",1,NO
2023,Tacos San Jose Mexican Food Truck,"2501 86th Street, Brooklyn, NY, 11214",2501 86th Street,Brooklyn,NY,11214,"$12,995.00",,NO
2022,"TSBA Electric, LLC","3830 Woodside Ave, Long Island City, NY, 11104",3830 Woodside Ave,Long Island City,NY,11104,"$12,915.00",,NO
2021,S&J Construction Services NY LLC,"110-01 101st Avenue, South Richmond Hill, NY, 11419",110-01 101st Avenue,Richmond Hill,NY,11419,"$12,900.00",12,NO
2022,Palo Bar,"38-12 104th Street, Corona, NY, 11368",38-12 104th Street,Corona,NY,11368,"$12,890.00",,NO
2023,Fish With You,"135-25A 40th Road, Flushing, NY, 11354",135-25A 40th Road,Flushing,NY,11354,"$12,810.00",,NO
2022,Bamboo Tropical,"59-13 71st Avenue, Ridgewood, NY, 11385",59-13 71st Avenue,Ridgewood,NY,11385,"$12,804.00",,NO
2021,Cornerstone Cafe,"60-15 Woodside Avenue, Woodside, NY, 11377",60-15 Woodside Avenue,Woodside,NY,11377,"$12,732.00",,NO
2022,Cole NYC LLC,"101 West 23rd Street, New York, NY, 10011",101 West 23rd Street,New York,NY,10011,"$12,713.00",1,NO
2024,Big Wong Restaurant,"135B North 5th Street, Brooklyn, NY, 11249",135B North 5th Street,Brooklyn,NY,11249,"$12,636.00",,NO
2023,Food Universe Supermarket,"3942 White Plains Rd., Bronx, NY, 10466",3942 White Plains Rd.,Bronx,NY,10466,"$12,595.00",,NO
2023,Mathew Services Inc,"2190 79th Street, East Elmhurst, NY, 11370",2190 79th Street,East Elmhurst,NY,11370,"$12,555.00",,NO
2020,City Scrap Metal,"3410 Borden Avenue, Long Island City, NY, 11101",3410 Borden Avenue,Long Island City,NY,11101,"$12,515.00",1,NO
2021,White Glove Nursing Agency,"89 Bartlette Street, Brooklyn, NY, 11206",89 Bartlette Street,Brooklyn,NY,11206,"$12,506.00",2,NO
2021,Holesome Bagel,"333 Kingston Ave, Brooklyn, NY, 11213",333 Kingston Ave,Brooklyn,NY,11213,"$12,500.00",1,NO
2023,Amsterdam Marketplace LLC,"401 Amsterdam Avenue, New York, NY, 10024",401 Amsterdam Avenue,New York,NY,10024,"$12,487.00",,NO
2023,Behind the Walls,"1637 Mahan Avenue, Bronx, NY, 10461",1637 Mahan Avenue,Bronx,NY,10461,"$12,463.00",2,NO
2022,Our Laundry Cleaners Inc,"220 East 82nd St, New York, NY, 10028",220 East 82nd St,New York,NY,10028,"$12,420.00",1,NO
2020,Fulbrook Capital Management,"870 Fifth Avenue, New York, NY, 11514",870 Fifth Avenue,New York,NY,11514,"$12,255.00",1,NO
2022,American Red Cross of Greater New York,"520 W. 49th Street, New York, NY, 10019",520 W. 49th Street,New York,NY,10019,"$12,241.00",1,NO
2023,Queens Sports Lounge LLC,"84-14 Astoria Blvd., East Elmhurst, NY, 11370",84-14 Astoria Blvd.,East Elmhurst,NY,11370,"$12,235.00",,NO
2021,Morgan Division Inc,"105 W 27th St 4FL, New York, NY, 10001",105 W 27th St 4FL,New York,NY,10001,"$12,200.00",1,NO
2021,"Sottile Security International, Inc.","152 Stuyvesant Place Suite 203, Staten Island, NY, 10301",152 Stuyvesant Place Suite 203,Staten Island,NY,10301,"$12,093.00",4,NO
2023,"L2 Construction Inc and Thye Enterprise, Inc.","8906 43rd Ave, East Elmhurst, NY, 11373",8906 43rd Ave,East Elmhurst,NY,11373,"$12,060.00",1,NO
2023,Arriba Arriba Sunnyside,"40-15 Queens Blvd, Sunnyside, NY, 11104",40-15 Queens Blvd,Sunnyside,NY,11104,"$12,000.00",,NO
2021,Michael Delisser,"970 East 103rd Street, Brooklyn, NY, 11236",970 East 103rd Street,Brooklyn,NY,11236,"$12,000.00",1,NO
2023,Sol Sips,"276 Knickerbocker Ave, Brooklyn, NY, 11237",276 Knickerbocker Ave,Brooklyn,NY,11237,"$12,000.00",2,NO
2023,St Rosalia-Regina Pacis RC Church,"1230 65th, Brooklyn, NY, 11219",1230 65th,Brooklyn,NY,11219,"$12,000.00",1,NO
2021,Milton Leonardo Narvaez Gordillo,"10422 Corona Ave, Corona, NY, 11368",10422 Corona Ave,Corona,NY,11368,"$11,960.00",3,NO
2024,CVS Store No 7067,"1916 Williamsbridge Road, Bronx, NY, 10461",1916 Williamsbridge Road,Bronx,NY,10461,"$11,848.00",,NO
2020,"All-Boro Floor Service, Inc.","135E 233rd St, Bronx, NY, 10470",135E 233rd St,Bronx,NY,10470,"$11,815.00",1,NO
2020,Dashing Diva Nail Lounge,"753 Manhattan Avenue, Brooklyn, NY, 11222",753 Manhattan Avenue,Brooklyn,NY,11222,"$11,813.00",,NO
2022,Eva Home Care Agency,"104-70 Queens Blvd, Forest Hills, NY, 11375",104-70 Queens Blvd,Forest Hills,NY,11375,"$11,791.00",6,NO
2022,Rose Davis and Eugene Ribeiro,"25 E 126th St, New York, NY, 10035",25 E 126th St,New York,NY,10035,"$11,731.00",2,NO
2024,La Rubia Resturant Bar and Grill,"3864 Broadway, New York, NY, 10032",3864 Broadway,New York,NY,10032,"$11,625.00",,NO
2024,African Services Committee,"429 West 127th Street, New York, NY, 10027",429 West 127th Street,New York,NY,10027,"$11,619.00",,NO
2023,National Bakery,"767 Allerton Ave., Bronx, NY, 10467",767 Allerton Ave.,Bronx,NY,10467,"$11,610.00",,NO
2023,D&R Auto Repair,"3086 Fulton St, Brooklyn, NY, 11208",3086 Fulton St,Brooklyn,NY,11208,"$11,541.00",1,NO
2022,AM Property Holding Corp LLC,"352 7th Avenue, New York, NY, 10001",352 7th Avenue,New York,NY,10001,"$11,539.00",1,NO
2022,Cavan Electric Coporation,"48-08 70th Street, Woodside, NY, 11377",48-08 70th Street,Woodside,NY,11377,"$11,500.00",2,NO
2020,Tasty Caribbean,"856 Utica Ave, Brooklyn, NY, 11203",856 Utica Ave,Brooklyn,NY,11203,"$11,489.00",5,NO
2022,Pollos Mario,"63-20 woodhaven Boulevard, Middle Village, NY, 11374",63-20 woodhaven Boulevard,Middle Village,NY,11374,"$11,421.00",,NO
2023,VST Exclusive Spa Salon,"1780 Sheepshead Bay, Brooklyn, NY, 11235",1780 Sheepshead Bay,Brooklyn,NY,11235,"$11,412.00",,NO
2022,Ace Medical Equipment Inc,"2377 East 18th Street, Brooklyn, NY, 11229",2377 East 18th Street,Brooklyn,NY,11229,"$11,392.00",,NO
2021,Hot Chix,"110 Dekalb Ave, Brooklyn, NY, 11220",110 Dekalb Ave,Brooklyn,NY,11220,"$11,384.00",1,NO
2023,All Around Trans Inc,"2667 Coney Island Avenue, Brooklyn, NY, 11223",2667 Coney Island Avenue,Brooklyn,NY,11223,"$11,357.00",,NO
2020,S and F Supplies,"93 Emerson Place, Brooklyn, NY, 11205",93 Emerson Place,Brooklyn,NY,11205,"$11,308.00",1,NO
2021,Synergy Construction Inc,"350 7th Aven, New York, NY, 10001",350 7th Aven,New York,NY,10001,"$11,305.00",2,NO
2021,Remco de Rechter and Lindsey Culbertson de Recht..,"356 Burns Street, Kew Gardens, NY, 11375",356 Burns Street,Kew Gardens,NY,11375,"$11,297.00",2,NO
2022,"Christian Nicholas Interiors, Inc","611 Lamont Avenue, Staten Island, NY, 10312",611 Lamont Avenue,Staten Island,NY,10312,"$11,209.00",,NO
2021,New Garden Chinese Kitchen,"1535 Westchester Ave., Bronx, NY, 10472",1535 Westchester Ave.,Bronx,NY,10472,"$11,200.00",2,NO
2024,Itkowitz PLLC,"41 Flatbush Aveune, Brooklyn, NY, 11217",41 Flatbush Aveune,Brooklyn,NY,11217,"$11,105.00",,NO
2022,Stone Tech Industries LLC,"3031 Brighton 14th Street, Brooklyn, NY, 11235",3031 Brighton 14th Street,Brooklyn,NY,11235,"$11,100.00",1,NO
2020,Wetherall Roofing & Contracting,"83-12 Penelope Avenue, Middle Village, NY, 11379",83-12 Penelope Avenue,Middle Village,NY,11379,"$11,050.00",3,NO
2024,Signature Caterings Service,"233-16A Merrick Blvd, Rosendale, NY, 11422",233-16A Merrick Blvd,Rosedale,NY,11422,"$11,049.00",,NO
2021,R & A Deli,"54-05 99th Street, Corona, NY, 11368",54-05 99th Street,Corona,NY,11368,"$11,024.00",1,NO
2023,Probuildero,"1721 Bath Avenue, Brooklyn, NY, 11214",1721 Bath Avenue,Brooklyn,NY,11214,"$11,000.00",4,NO
2023,Care365 Homecare,"198 Foster Avenue, Brooklyn, NY, 11230",198 Foster Avenue,Brooklyn,NY,11230,"$10,912.00",1,NO
2020,Rosecrans,"7 Greenwich Avenue, New York, NY, 10014",7 Greenwich Avenue,New York,NY,10014,"$10,842.00",1,NO
2021,GM Family Resources Inc,"812 60th Street, Brooklyn, NY, 11220",812 60th Street,Brooklyn,NY,11220,"$10,839.00",3,NO
2023,Hotel 21,"41-03 21st Street, Long Island City, NY, 11101",41-03 21st Street,Long Island City,NY,11101,"$10,837.00",,NO
2022,"M Social Hotel / Highgate Hotels, L.P.","226 West 52nd Street, New York, NY, 10019",226 West 52nd Street,New York,NY,10019,"$10,807.00",5,NO
2022,Castleton Corner Deli & Grocery,"1293 Castleton Avenue, Staten Island, NY, 10310",1293 Castleton Avenue,Staten Island,NY,10310,"$10,755.00",,NO
